publication_number,citation_publication_number
US-2023082394-A1,US-2010017441-A1
US-2023082394-A1,US-2010070588-A1
US-2023082394-A1,US-8261286-B1
US-2023082394-A1,US-2017206029-A1
US-2023082394-A1,US-2018150242-A1
US-2023082921-A1,SU-1583115-A1
US-2023082921-A1,US-5842896-A
US-2023082921-A1,US-6899581-B1
US-2023082921-A1,US-7125299-B1
US-2023082921-A1,US-D748752-S
US-2023082921-A1,US-D778380-S
US-2023082921-A1,US-9782627-B1
US-2023089830-A1,WO-2018183214-A1
US-2023090791-A1,US-2009313376-A1
US-2023090791-A1,US-2013195036-A1
US-2023090791-A1,US-2014056163-A1
US-2023091667-A1,US-2018211115-A1
US-2023091667-A1,US-2020125956-A1
US-2023091667-A1,US-2020265487-A1
US-2023091667-A1,US-2020380389-A1
US-2023091667-A1,US-2021073641-A1
US-2023091667-A1,US-2023229895-A1
US-2023092050-A1,US-6467284-B1
US-2023092050-A1,US-2016146479-A1
US-2023092050-A1,US-2016363357-A1
US-2023092050-A1,US-2021025616-A1
US-2023093671-A1,US-7427957-B2
US-2023093671-A1,US-2017033461-A1
US-2023093671-A1,US-2022352636-A1
US-2023094445-A1,WO-2018107399-A1
US-2023094445-A1,CN-108237559-A
US-2023094445-A1,US-2019299388-A1
US-2023094703-A1,US-10553998-B2
US-2023096165-A1,US-2020178135-A1
US-2023096165-A1,US-2021014930-A1
US-2023096165-A1,US-2021250781-A1
US-2023096165-A1,US-2021250816-A1
US-2023096165-A1,US-2021297149-A1
US-2023096165-A1,US-2021321357-A1
US-2023096165-A1,US-2022225224-A1
US-2023096165-A1,US-2023140643-A1
US-2023096165-A1,US-2024340855-A1
US-2023096165-A1,US-2024406816-A1
US-2023096165-A1,
US-2023096322-A1,
US-2023096853-A1,US-5718787-A
US-2023096853-A1,US-2016362338-A1
US-2023096853-A1,US-10697133-B1
US-2023096925-A1,US-2019313321-A1
US-2023096925-A1,US-2020413412-A1
US-2023096925-A1,WO-2022216603-A1
US-2023096925-A1,US-2023371043-A1
US-2023096925-A1,US-2024064760-A1
US-2023098190-A1,US-2021334275-A1
US-2023100210-A1,US-9599632-B2
US-2023100210-A1,US-2020158810-A1
US-2023100210-A1,US-10830606-B2
US-2023100210-A1,US-11520000-B2
US-2023100218-A1,US-10405604-B2
US-2023100218-A1,US-11517071-B2
US-2023104362-A1,US-2009139569-A1
US-2023104362-A1,CN-101842934-A
US-2023104362-A1,US-2017236650-A1
US-2023104362-A1,EP-3407361-A1
US-2023104362-A1,
US-2023107507-A1,US-2008233155-A1
US-2023107507-A1,US-2008254058-A1
US-2023107507-A1,US-2009169582-A1
US-2023107507-A1,US-2009297564-A1
US-2023107507-A1,US-9402896-B2
US-2023107507-A1,US-10071157-B2
US-2023107507-A1,
US-2023108075-A1,US-2020242780-A1
US-2023108075-A1,
US-2023108747-A1,WO-9621424-A2
US-2023108747-A1,WO-2005075623-A1
US-2023108747-A1,US-2020170894-A1
US-2023109554-A1,US-3026816-A
US-2023109554-A1,US-7966941-B1
US-2023109554-A1,US-2011239898-A1
US-2023109554-A1,DE-202011103593-U1
US-2023109554-A1,US-8640626-B2
US-2023109554-A1,US-2018001126-A1
US-2023109554-A1,US-10092788-B2
US-2023109554-A1,US-D893286-S
US-2023109554-A1,US-D936462-S
US-2023109554-A1,
US-2023111806-A1,US-2020404278-A1
US-2023111806-A1,US-2021044816-A1
US-2023111806-A1,US-2021185321-A1
US-2023111806-A1,US-2021321137-A1
US-2023111806-A1,US-2021377525-A1
US-2023111806-A1,US-2022007043-A1
US-2023111806-A1,US-2022070473-A1
US-2023111806-A1,US-2022109878-A1
US-2023111806-A1,US-2022109877-A1
US-2023111806-A1,US-2022191527-A1
US-2023111806-A1,US-2022224884-A1
US-2023112425-A1,US-5832636-A
US-2023112425-A1,US-2008070001-A1
US-2023112425-A1,US-2018282201-A1
US-2023113139-A1,US-2004107382-A1
US-2023113139-A1,US-7289437-B2
US-2023113139-A1,US-7725035-B2
US-2023113139-A1,US-2013156416-A1
US-2023113139-A1,US-8472313-B2
US-2023113139-A1,US-8681654-B2
US-2023113139-A1,US-8761601-B2
US-2023113139-A1,US-2015229544-A1
US-2023113139-A1,US-2015312658-A1
US-2023113139-A1,US-9413634-B2
US-2023113139-A1,US-2017155462-A1
US-2023113139-A1,US-9838111-B2
US-2023113139-A1,US-10038495-B2
US-2023113139-A1,US-10148349-B2
US-2023113139-A1,US-10193791-B2
US-2023113139-A1,US-10284290-B2
US-2023113139-A1,US-10411824-B2
US-2023113139-A1,US-10594393-B2
US-2023113139-A1,US-10666359-B2
US-2023113139-A1,US-2020403907-A1
US-2023113139-A1,
US-2023115009-A1,
US-2023118491-A1,US-4547073-A
US-2023118491-A1,US-5674756-A
US-2023118491-A1,US-6066571-A
US-2023118491-A1,US-6140210-A
US-2023118491-A1,US-2002155630-A1
US-2023118491-A1,US-2002174828-A1
US-2023118491-A1,US-6544656-B1
US-2023118491-A1,US-6726319-B1
US-2023118491-A1,US-2006280222-A1
US-2023118491-A1,US-2007044709-A1
US-2023118491-A1,US-2008153186-A1
US-2023118491-A1,US-2010111802-A1
US-2023118491-A1,US-2010290971-A1
US-2023118491-A1,US-2011001219-A1
US-2023118491-A1,US-2012293793-A1
US-2023118491-A1,US-2013192303-A1
US-2023118491-A1,US-2014125374-A1
US-2023118491-A1,US-2016322233-A1
US-2023118491-A1,US-2018190547-A1
US-2023118544-A1,US-2018230415-A1
US-2023118544-A1,US-2018356399-A1
US-2023119026-A1,US-5441344-A
US-2023119026-A1,US-2004016348-A1
US-2023119026-A1,US-2012000903-A1
US-2023119026-A1,US-2015208858-A1
US-2023119026-A1,US-2016316968-A1
US-2023119036-A1,US-2009021536-A1
US-2023119036-A1,US-2009167649-A1
US-2023119036-A1,US-2018301080-A1
US-2023119036-A1,US-2020111403-A1
US-2023119036-A1,US-2020312229-A1
US-2023119036-A1,US-2020394953-A1
US-2023119036-A1,US-2022101783-A1
US-2023119850-A1,US-6719969-B1
US-2023119850-A1,WO-2016168728-A2
US-2023119850-A1,US-11452782-B2
US-2023121027-A1,US-3913607-A
US-2023121027-A1,US-3977432-A
US-2023121027-A1,US-2022100213-A1
US-2023121054-A1,
US-2023121700-A1,US-10710994-B2
US-2023121700-A1,
US-2023121914-A1,US-5452184-A
US-2023121914-A1,US-6295701-B1
US-2023121914-A1,US-2004228678-A1
US-2023121914-A1,AT-512397-B1
US-2023121914-A1,US-2017363237-A1
US-2023121914-A1,US-2018328525-A1
US-2023121914-A1,US-2021285581-A1
US-2023121914-A1,US-2022333723-A1
US-2023121914-A1,US-2023392735-A1
US-2023121914-A1,
US-2023122147-A1,US-2001003044-A1
US-2023122147-A1,US-2014160466-A1
US-2023122147-A1,US-2014320513-A1
US-2023122147-A1,US-2016313255-A1
US-2023122147-A1,US-2017333895-A1
US-2023122147-A1,US-2018196193-A1
US-2023122515-A1,US-2765930-A
US-2023122515-A1,US-3640564-A
US-2023122515-A1,US-4739692-A
US-2023122515-A1,US-5019121-A
US-2023122515-A1,US-5067390-A
US-2023122515-A1,US-5080000-A
US-2023122515-A1,US-5727391-A
US-2023122515-A1,US-6419291-B1
US-2023122515-A1,US-2017056118-A1
US-2023122515-A1,US-9835184-B2
US-2023122515-A1,US-2018017088-A1
US-2023122515-A1,US-11618159-B2
US-2023122670-A1,US-2009163545-A1
US-2023122670-A1,
US-2023124208-A1,DE-102016108267-A1
US-2023124208-A1,CN-111208083-A
US-2023124208-A1,JP-WO2020158506-A1
US-2023124677-A1,US-3310099-A
US-2023124677-A1,US-5274499-A
US-2023124677-A1,US-6446693-B1
US-2023124677-A1,US-6516858-B1
US-2023124677-A1,US-6536503-B1
US-2023124677-A1,US-6655441-B2
US-2023124677-A1,US-2004163774-A1
US-2023124677-A1,US-7740045-B2
US-2023124677-A1,US-8307878-B2
US-2023124677-A1,US-8540005-B2
US-2023124677-A1,US-8752607-B2
US-2023124677-A1,US-8820388-B2
US-2023124677-A1,US-2014311686-A1
US-2023124677-A1,US-8939190-B2
US-2023124677-A1,US-9091115-B2
US-2023124677-A1,US-9103157-B2
US-2023124677-A1,US-9371687-B2
US-2023124677-A1,US-9470040-B2
US-2023124677-A1,US-9489834-B2
US-2023124677-A1,US-2017067286-A1
US-2023124677-A1,US-9663986-B2
US-2023124677-A1,US-9810020-B2
US-2023124677-A1,US-9988837-B2
US-2023124677-A1,US-2019119978-A1
US-2023124677-A1,US-10655386-B2
US-2023124677-A1,US-10655384-B2
US-2023124677-A1,US-10781631-B2
US-2023124677-A1,US-10895105-B1
US-2023124677-A1,US-2022316272-A1
US-2023124677-A1,US-2022333438-A1
US-2023127062-A1,US-4678461-A
US-2023127062-A1,US-7449012-B2
US-2023127062-A1,US-8048035-B2
US-2023127062-A1,US-9586010-B2
US-2023128881-A1,US-2008140442-A1
US-2023128881-A1,US-2010275024-A1
US-2023128881-A1,US-8448241-B1
US-2023128881-A1,US-2017026363-A1
US-2023129946-A1,US-2012169863-A1
US-2023129946-A1,US-2016110584-A1
US-2023129946-A1,US-2018005095-A1
US-2023129946-A1,US-2018249919-A1
US-2023129946-A1,US-2019383793-A1
US-2023132462-A1,US-4556994-A
US-2023132462-A1,US-4667348-A
US-2023132462-A1,US-2001039674-A1
US-2023132462-A1,US-6640345-B2
US-2023132462-A1,US-6748607-B1
US-2023132462-A1,US-2008134415-A1
US-2023132462-A1,US-2017224043-A1
US-2023132462-A1,US-2021337912-A1
US-2023132462-A1,US-2021345722-A1
US-2023132462-A1,US-2022378141-A1
US-2023132782-A1,CN-101701245-A
US-2023132782-A1,US-8034838-B2
US-2023132782-A1,US-2016367517-A1
US-2023132782-A1,US-10123991-B2
US-2023132782-A1,US-10383842-B2
US-2023132782-A1,
US-2023132869-A1,US-7408772-B2
US-2023132869-A1,US-7481704-B2
US-2023132869-A1,US-10231361-B2
US-2023132869-A1,US-10240615-B1
US-2023133329-A1,US-2012109458-A1
US-2023133329-A1,US-2021116907-A1
US-2023135995-A1,US-2021217213-A1
US-2023138301-A1,US-4119249-A
US-2023138301-A1,US-4843649-A
US-2023138301-A1,US-5724707-A
US-2023138301-A1,US-2004200111-A1
US-2023138301-A1,US-7448115-B2
US-2023138301-A1,US-7963427-B2
US-2023138301-A1,US-8474670-B1
US-2023138301-A1,US-8485405-B2
US-2023138301-A1,US-2017231372-A1
US-2023138301-A1,US-10159330-B2
US-2023138301-A1,US-10274296-B2
US-2023138301-A1,US-10605574-B2
US-2023138301-A1,US-10724820-B1
US-2023138301-A1,US-11085716-B2
US-2023138367-A1,US-2019317739-A1
US-2023138367-A1,US-10504268-B1
US-2023138367-A1,US-2020151508-A1
US-2023138367-A1,US-2021303886-A1
US-2023138367-A1,US-2021406673-A1
US-2023138367-A1,US-11366963-B1
US-2023138367-A1,US-2023106159-A1
US-2023138368-A1,US-2009258631-A1
US-2023138368-A1,US-8650622-B2
US-2023138368-A1,US-2015163061-A1
US-2023138368-A1,US-2017085563-A1
US-2023138368-A1,US-9819672-B1
US-2023138368-A1,US-2019372958-A1
US-2023138368-A1,US-2021288808-A1
US-2023138368-A1,US-2022377064-A1
US-2023138368-A1,US-11546159-B2
US-2023138368-A1,US-2023146453-A1
US-2023139094-A1,US-2010155845-A1
US-2023139547-A1,US-2011025537-A1
US-2023139547-A1,US-2014062745-A1
US-2023145790-A1,US-2014081659-A1
US-2023145790-A1,WO-2020075545-A1
US-2023147049-A1,US-5603706-A
US-2023147049-A1,US-5839715-A
US-2023147049-A1,US-2008073906-A1
US-2023147049-A1,US-2009043253-A1
US-2023147900-A1,JP-H08169275-A
US-2023147900-A1,KR-200300405-Y1
US-2023147900-A1,US-2005254251-A1
US-2023147900-A1,US-2010302793-A1
US-2023147900-A1,US-2021053639-A1
US-2023147900-A1,US-2021188090-A1
US-2023147900-A1,US-2022258606-A1
US-2023149681-A1,US-2016082626-A1
US-2023149681-A1,US-2020009767-A1
US-2023149720-A1,US-5941904-A
US-2023149720-A1,US-2004222637-A1
US-2023149720-A1,US-2005027332-A1
US-2023149720-A1,US-2005256549-A1
US-2023149720-A1,US-2006184206-A1
US-2023149720-A1,US-2007156053-A1
US-2023149720-A1,US-2007276444-A1
US-2023149720-A1,US-2007293904-A1
US-2023149720-A1,US-2009171408-A1
US-2023149720-A1,US-2009171404-A1
US-2023149720-A1,US-2012059389-A1
US-2023149720-A1,US-8135469-B2
US-2023149720-A1,US-8217523-B2
US-2023149720-A1,US-8311632-B2
US-2023149720-A1,US-2012290043-A1
US-2023149720-A1,US-2014243848-A1
US-2023149720-A1,US-9014818-B2
US-2023149720-A1,US-2019028040-A1
US-2023149720-A1,US-2019381324-A1
US-2023149720-A1,US-2020147398-A1
US-2023150135-A1,US-2012245735-A1
US-2023150135-A1,US-2013231822-A1
US-2023150135-A1,US-2014288705-A1
US-2023150135-A1,US-2017043486-A1
US-2023150135-A1,US-2023014536-A1
US-2023150135-A1,
US-2023151479-A1,US-6256441-B1
US-2023151479-A1,WO-2018017684-A1
US-2023151479-A1,WO-2019241012-A1
US-2023155306-A1,US-5704801-A
US-2023155306-A1,US-6238233-B1
US-2023155306-A1,US-8328586-B2
US-2023155306-A1,US-2016028291-A1
US-2023155472-A1,US-2006152203-A1
US-2023155472-A1,US-2021175804-A1
US-2023155472-A1,US-2022123647-A1
US-2023155651-A1,US-2006264184-A1
US-2023155651-A1,US-2013286960-A1
US-2023155651-A1,US-2019342871-A1
US-2023155651-A1,US-2020281011-A1
US-2023155651-A1,US-2021384930-A1
US-2023155651-A1,US-2023033028-A1
US-2023157211-A1,US-5454758-A
US-2023157211-A1,DE-10115652-C1
US-2023157211-A1,US-2002103015-A1
US-2023157211-A1,US-2006079307-A1
US-2023157211-A1,US-8118652-B2
US-2023157211-A1,US-2012100898-A1
US-2023157211-A1,US-9043959-B2
US-2023157211-A1,US-2016007536-A1
US-2023157211-A1,US-9338945-B2
US-2023157211-A1,EP-3031316-A1
US-2023157211-A1,EP-3335543-A1
US-2023157211-A1,EP-3369305-A1
US-2023157211-A1,US-2018249640-A1
US-2023157211-A1,US-10091941-B2
US-2023157211-A1,US-10653070-B2
US-2023157211-A1,US-10653071-B2
US-2023157211-A1,US-2020205342-A1
US-2023157211-A1,US-2020337245-A1
US-2023157211-A1,US-2020352105-A1
US-2023157211-A1,EP-3782454-A1
US-2023157211-A1,US-2023397539-A1
US-2023160474-A1,US-4570944-A
US-2023160474-A1,US-4893781-A
US-2023160474-A1,US-4936197-A
US-2023160474-A1,US-5292137-A
US-2023162231-A1,US-2012158518-A1
US-2023162231-A1,US-2012310745-A1
US-2023163593-A1,US-2020327264-A1
US-2023164578-A1,US-2011228666-A1
US-2023164578-A1,US-12262276-B2
US-2023165220-A1,US-3636193-A
US-2023165220-A1,US-4224949-A
US-2023165220-A1,US-2006199235-A1
US-2023165220-A1,US-2008009765-A1
US-2023165220-A1,US-2009018778-A1
US-2023165220-A1,US-7732408-B2
US-2023165220-A1,WO-2019133920-A1
US-2023165220-A1,US-2019254601-A1
US-2023166858-A1,US-2625008-A
US-2023166858-A1,US-2928238-A
US-2023166858-A1,US-3884435-A
US-2023166858-A1,US-4361281-A
US-2023166858-A1,US-4363445-A
US-2023166858-A1,US-4508270-A
US-2023166858-A1,US-4569493-A
US-2023166858-A1,US-4763840-A
US-2023166858-A1,US-4984741-A
US-2023166858-A1,US-2002158146-A1
US-2023166858-A1,US-2007234728-A1
US-2023166858-A1,US-2017145955-A1
US-2023166858-A1,US-2018305007-A1
US-2023166858-A1,US-2019017468-A1
US-2023166858-A1,US-2020307789-A1
US-2023166858-A1,US-2020324890-A1
US-2023166858-A1,US-2020331589-A1
US-2023167617-A1,FR-2661700-A1
US-2023167617-A1,CN-211037354-U
US-2023167617-A1,CN-111794530-A
US-2023167617-A1,US-10946878-B1
US-2023167617-A1,US-10982399-B1
US-2023167617-A1,US-11072752-B1
US-2023168317-A1,US-2006265024-A1
US-2023168317-A1,US-2014327460-A1
US-2023168317-A1,US-2018338765-A1
US-2023168317-A1,WO-2020206332-A1
US-2023168317-A1,US-11198006-B1
US-2023168317-A1,US-2021387001-A1
US-2023168317-A1,
US-2023173246-A1,US-3952902-A
US-2023173246-A1,DE-3147499-A1
US-2023173246-A1,US-5728080-A
US-2023173246-A1,US-5958778-A
US-2023173246-A1,US-5957822-A
US-2023173246-A1,US-6007525-A
US-2023173246-A1,US-2002121195-A1
US-2023173246-A1,US-2006111667-A1
US-2023173246-A1,US-2008097315-A1
US-2023173246-A1,US-2010030181-A1
US-2023173246-A1,US-2010076397-A1
US-2023173246-A1,US-2011212294-A1
US-2023173246-A1,US-2011276010-A1
US-2023173246-A1,CN-203107819-U
US-2023173246-A1,CN-203694250-U
US-2023173246-A1,CN-103990226-A
US-2023173246-A1,CN-104606739-A
US-2023173246-A1,US-2016279347-A1
US-2023173246-A1,US-2016339226-A1
US-2023173246-A1,US-2019329173-A1
US-2023173246-A1,US-2021370020-A1
US-2023173415-A1,US-5437788-A
US-2023173415-A1,US-2013284651-A1
US-2023173415-A1,US-2015041380-A1
US-2023173415-A1,WO-2015175470-A1
US-2023173415-A1,US-2020384392-A1
US-2023173964-A1,US-5405178-A
US-2023173964-A1,US-2005066423-A1
US-2023173964-A1,US-7707743-B2
US-2023173964-A1,US-2010181796-A1
US-2023173964-A1,US-8056263-B2
US-2023173964-A1,US-2014029900-A1
US-2023173964-A1,US-9168854-B2
US-2023173964-A1,US-2016051009-A1
US-2023173964-A1,US-9456702-B2
US-2023173964-A1,US-2016374428-A1
US-2023173964-A1,US-2017184108-A1
US-2023173964-A1,US-2017332733-A1
US-2023173964-A1,US-2018070736-A1
US-2023173964-A1,US-10231511-B2
US-2023173964-A1,US-10343565-B2
US-2023173964-A1,US-10398236-B2
US-2023173964-A1,US-2019298072-A1
US-2023173964-A1,US-2019357695-A1
US-2023173964-A1,US-10501598-B2
US-2023173964-A1,US-10744914-B2
US-2023173964-A1,US-10750820-B2
US-2023173964-A1,US-2021024155-A1
US-2023173964-A1,US-11186336-B2
US-2023174812-A1,JP-2001234106-A
US-2023174812-A1,US-2008169122-A1
US-2023174812-A1,JP-2009099518-A
US-2023174812-A1,US-2010120181-A1
US-2023174812-A1,WO-2014021270-A1
US-2023174812-A1,WO-2014030310-A1
US-2023174812-A1,US-2014124713-A1
US-2023174812-A1,US-2014374672-A1
US-2023174812-A1,US-2015028085-A1
US-2023174812-A1,US-2015037197-A1
US-2023174812-A1,US-2015083474-A1
US-2023174812-A1,US-2015225588-A1
US-2023174812-A1,US-2016160067-A1
US-2023174812-A1,
US-2023175855-A1,US-2003182052-A1
US-2023175855-A1,US-2013245939-A1
US-2023175855-A1,CN-106767887-A
US-2023175855-A1,US-2020184849-A1
US-2023175855-A1,
US-2023175979-A1,US-6456951-B1
US-2023175979-A1,US-2003130806-A1
US-2023175979-A1,US-2010060895-A1
US-2023175979-A1,JP-2012117898-A
US-2023175979-A1,US-2013003052-A1
US-2023175979-A1,US-2017146463-A1
US-2023175979-A1,US-2020226743-A1
US-2023175979-A1,US-2020256804-A1
US-2023175979-A1,US-2020371047-A1
US-2023175979-A1,US-2022067902-A1
US-2023176630-A1,KR-20110057385-A
US-2023176630-A1,US-10409433-B2
US-2023176630-A1,US-2019353540-A1
US-2023176630-A1,US-2020057507-A1
US-2023176630-A1,US-2020201470-A1
US-2023176630-A1,US-2021135337-A1
US-2023176630-A1,KR-20210084838-A
US-2023176630-A1,US-2021263606-A1
US-2023176630-A1,US-2021318730-A1
US-2023176630-A1,US-2022137741-A1
US-2023178201-A1,US-4662537-A
US-2023178201-A1,US-2007260491-A1
US-2023178201-A1,US-2014155705-A1
US-2023178201-A1,US-8920375-B2
US-2023178201-A1,US-2015048100-A1
US-2023178201-A1,WO-2016064266-A2
US-2023178201-A1,US-2017172522-A1
US-2023178201-A1,US-2017213010-A1
US-2023178201-A1,CN-108310615-A
US-2023178201-A1,CN-108671383-A
US-2023178201-A1,US-10265245-B2
US-2023178201-A1,CN-110584633-A
US-2023178201-A1,US-2019388667-A1
US-2023178201-A1,US-10661010-B1
US-2023178201-A1,US-2020234811-A1
US-2023178201-A1,WO-2021007344-A1
US-2023178201-A1,JP-6822031-B2
US-2023178201-A1,WO-2021016465-A1
US-2023178201-A1,US-2021045972-A1
US-2023178201-A1,US-2021128078-A1
US-2023178201-A1,US-2021169410-A1
US-2023178201-A1,
US-2023182980-A1,US-2008125535-A1
US-2023182980-A1,US-2017260416-A1
US-2023182980-A1,US-2021122543-A1
US-2023183140-A1,US-2018087157-A1
US-2023183140-A1,
US-2023183526-A1,US-11713406-B2
US-2023185846-A1,US-2002181711-A1
US-2023185846-A1,US-2006170945-A1
US-2023185846-A1,US-2009063414-A1
US-2023185846-A1,US-2012125177-A1
US-2023185846-A1,US-2014059430-A1
US-2023185846-A1,US-2017364589-A1
US-2023186082-A1,US-2019042948-A1
US-2023186082-A1,US-2021216871-A1
US-2023186473-A1,US-2016364862-A1
US-2023186473-A1,US-2021027883-A1
US-2023187914-A1,US-3036435-A
US-2023187914-A1,US-6193218-B1
US-2023187914-A1,US-6347761-B1
US-2023187914-A1,US-2005062030-A1
US-2023187914-A1,US-8336857-B2
US-2023187914-A1,US-2014031977-A1
US-2023187914-A1,US-8918230-B2
US-2023187914-A1,US-2015329335-A1
US-2023187914-A1,US-11137764-B2
US-2023190559-A1,US-4510779-A
US-2023190559-A1,US-2006220507-A1
US-2023190559-A1,US-2006281397-A1
US-2023190559-A1,US-2013127185-A1
US-2023190559-A1,US-2016310361-A1
US-2023190725-A1,US-7354939-B2
US-2023190725-A1,
US-2023192194-A1,KR-19980035853-U
US-2023192194-A1,US-5987727-A
US-2023192194-A1,JP-4506632-B2
US-2023192194-A1,
US-2023192246-A1,US-2021024177-A1
US-2023192246-A1,US-11634195-B1
US-2023192602-A1,US-9428450-B2
US-2023192602-A1,
US-2023193379-A1,US-2008280773-A1
US-2023194384-A1,US-2016010970-A1
US-2023194384-A1,US-2022024609-A1
US-2023199459-A1,US-6621420-B1
US-2023199459-A1,US-7312712-B1
US-2023199459-A1,US-2011047230-A1
US-2023199459-A1,US-2011175724-A1
US-2023199459-A1,US-8195188-B2
US-2023199459-A1,US-11765543-B2
US-2023199459-A1,
US-2023199784-A1,WO-2015116866-A1
US-2023199784-A1,WO-2016040290-A1
US-2023199784-A1,US-2016127098-A1
US-2023199784-A1,US-2016211895-A1
US-2023199784-A1,US-2016226637-A1
US-2023199784-A1,US-9455809-B2
US-2023199784-A1,US-9467272-B2
US-2023199784-A1,US-2017070979-A1
US-2023199784-A1,US-9686798-B1
US-2023199784-A1,US-9860885-B2
US-2023200870-A1,US-5098435-A
US-2023200870-A1,US-5709687-A
US-2023200870-A1,US-6139550-A
US-2023200870-A1,US-2005043738-A1
US-2023200870-A1,US-2008015591-A1
US-2023200870-A1,US-7537596-B2
US-2023200870-A1,US-2011166607-A1
US-2023200870-A1,US-2011264146-A1
US-2023200870-A1,US-8162996-B2
US-2023200870-A1,US-2013238032-A1
US-2023200870-A1,US-8652142-B2
US-2023200870-A1,US-2014081341-A1
US-2023200870-A1,US-2015045839-A1
US-2023200870-A1,US-2015051650-A1
US-2023200870-A1,US-9375242-B2
US-2023200870-A1,US-2016192970-A1
US-2023200870-A1,US-2016324532-A1
US-2023200870-A1,US-2017156739-A1
US-2023200870-A1,US-2019269418-A1
US-2023200870-A1,US-2020323566-A1
US-2023200870-A1,US-2020388085-A1
US-2023201993-A1,US-3813828-A
US-2023201993-A1,US-2005260922-A1
US-2023201993-A1,US-2006035571-A1
US-2023201993-A1,US-2006128276-A1
US-2023201993-A1,US-2007049166-A1
US-2023201993-A1,WO-2011157493-A1
US-2023201993-A1,US-2012329373-A1
US-2023201993-A1,JP-2014138973-A
US-2023201993-A1,US-2015165585-A1
US-2023201993-A1,US-2015209931-A1
US-2023201993-A1,US-2016332279-A1
US-2023201993-A1,WO-2017073265-A1
US-2023201993-A1,JP-2018074086-A
US-2023201993-A1,JP-2019181657-A
US-2023201993-A1,WO-2023127601-A1
US-2023201993-A1,
US-2023204346-A1,US-5195392-A
US-2023204346-A1,US-5712706-A
US-2023204346-A1,US-2011238199-A1
US-2023207813-A1,KR-20140008982-A
US-2023207813-A1,US-2017279113-A1
US-2023207813-A1,US-9859555-B2
US-2023207813-A1,
US-2023209550-A1,US-2007297451-A1
US-2023214195-A1,US-2020097845-A1
US-2023214195-A1,US-2021142185-A1
US-2023218200-A1,US-8986211-B2
US-2023218200-A1,US-2015123785-A1
US-2023218200-A1,US-2015241447-A1
US-2023218200-A1,US-2019232113-A1
US-2023218200-A1,US-2020154799-A1
US-2023218200-A1,US-2023030071-A1
US-2023218357-A1,US-2018353645-A1
US-2023221272-A1,US-4017941-A
US-2023221272-A1,US-6812719-B1
US-2023221272-A1,
US-2023224119-A1,US-2019274155-A1
US-2023225001-A1,WO-2022078867-A1
US-2023225001-A1,US-2023121314-A1
US-2023225372-A1,US-5800601-A
US-2023225372-A1,US-2006038866-A1
US-2023225372-A1,US-2007222830-A1
US-2023225372-A1,US-2008032011-A1
US-2023225372-A1,WO-2010118289-A1
US-2023226497-A1,US-9862665-B2
US-2023226497-A1,CN-110465208-A
US-2023226497-A1,US-2021197132-A1
US-2023226497-A1,
US-2023226695-A1,US-2019316369-A1
US-2023226851-A1,US-10899176-B2
US-2023228200-A1,US-7399163-B2
US-2023228200-A1,US-2018112596-A1
US-2023228200-A1,US-9970320-B2
US-2023229150-A1,JP-2004169341-A
US-2023229150-A1,US-7233886-B2
US-2023229150-A1,US-2007234781-A1
US-2023229150-A1,US-2015160630-A1
US-2023229150-A1,US-2020109063-A1
US-2023229150-A1,US-2020218244-A1
US-2023229324-A1,US-2008307188-A1
US-2023229324-A1,US-2011196987-A1
US-2023229324-A1,US-2015242309-A1
US-2023229324-A1,US-2017364446-A1
US-2023229324-A1,US-2022405200-A1
US-2023234497-A1,CA-2635954-A1
US-2023235023-A1,WO-0157079-A2
US-2023235023-A1,
US-2023235330-A1,US-10513703-B2
US-2023235330-A1,
US-2023243023-A1,JP-2006316341-A
US-2023243351-A1,US-2014138079-A1
US-2023243351-A1,US-2017114625-A1
US-2023243351-A1,US-9650879-B2
US-2023243351-A1,US-2018363640-A1
US-2023243351-A1,US-10358035-B2
US-2023243351-A1,US-10393108-B2
US-2023243351-A1,US-10648311-B2
US-2023243351-A1,US-10753165-B1
US-2023243351-A1,US-10851638-B2
US-2023243351-A1,US-2021040830-A1
US-2023243351-A1,US-2021126561-A1
US-2023243351-A1,US-11149533-B1
US-2023243351-A1,US-2021372394-A1
US-2023243351-A1,
US-2023244393-A1,US-2015254108-A1
US-2023244393-A1,US-9916478-B2
US-2023244393-A1,US-2019324995-A1
US-2023244393-A1,US-2019370069-A1
US-2023244393-A1,US-2020389312-A1
US-2023244393-A1,US-2023139330-A1
US-2023244846-A1,US-8581348-B2
US-2023244846-A1,US-2014027918-A1
US-2023244846-A1,US-8853794-B2
US-2023244846-A1,US-9767248-B2
US-2023244846-A1,US-2018166431-A1
US-2023244846-A1,US-10249605-B2
US-2023244846-A1,US-10312229-B2
US-2023244846-A1,US-2020135721-A1
US-2023244846-A1,US-2020135640-A1
US-2023244846-A1,US-2021183859-A1
US-2023246399-A1,US-2013325191-A1
US-2023246399-A1,US-2016105735-A1
US-2023246647-A1,US-6246265-B1
US-2023246647-A1,US-6433586-B2
US-2023246647-A1,US-6762638-B2
US-2023246647-A1,US-2005218943-A1
US-2023246647-A1,US-2006119991-A1
US-2023246647-A1,US-2006181322-A1
US-2023246647-A1,US-7123068-B1
US-2023246647-A1,US-2012033508-A1
US-2023246647-A1,US-9673787-B2
US-2023246647-A1,US-9813047-B2
US-2023246647-A1,US-2022108989-A1
